nucleo,processo,vara,data,prioridades,dias
5ª CONTADORIA DE CUSTAS,0000458-60.2020.8.17.2170,Vara Única da Comarca de Aliança,04/02/2025,Sem prioridade,1
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000480-80.2015.8.17.0170,Vara Única da Comarca de Aliança,03/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0000901-74.2021.8.17.2170,Vara Única da Comarca de Aliança,04/02/2025,Sem prioridade,0
5ª CONTADORIA DE CUSTAS,0001268-64.2022.8.17.2170,Vara Única da Comarca de Aliança,04/02/2025,Sem prioridade,0
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001375-45.2021.8.17.2170,Vara Única da Comarca de Aliança,30/01/2025,Prioridade Legal,6
6ª CONTADORIA DE CUSTAS,0000164-12.2019.8.17.2180,Vara Única da Comarca de Altinho,05/02/2025,Sem prioridade,0
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000507-03.2022.8.17.2180,Vara Única da Comarca de Altinho,03/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0000012-60.2021.8.17.3160,Vara Única da Comarca de Amaraji,31/01/2025,Sem prioridade,5
5ª CONTADORIA DE CUSTAS,0000089-11.2017.8.17.3160,Vara Única da Comarca de Amaraji,03/02/2025,Sem prioridade,2
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000095-18.2017.8.17.3160,Vara Única da Comarca de Amaraji,29/01/2025,Sem prioridade,7
5ª CONTADORIA DE CUSTAS,0000098-70.2017.8.17.3160,Vara Única da Comarca de Amaraji,03/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0000595-12.2013.8.17.0190,Vara Única da Comarca de Amaraji,03/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0000601-19.2013.8.17.0190,Vara Única da Comarca de Amaraji,03/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0000626-03.2011.8.17.0190,Vara Única da Comarca de Amaraji,03/02/2025,Sem prioridade,2
7ª CONTADORIA DE CUSTAS,0000055-79.2005.8.17.0210,1ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000121-16.1992.8.17.0210,1ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000984-10.2008.8.17.0210,1ª Vara Cível da Comarca de Araripina,05/02/2025,Sem prioridade,0
7ª CONTADORIA DE CUSTAS,0001148-32.2021.8.17.2210,1ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000087-68.2023.8.17.2210,2ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000234-27.2016.8.17.0210,2ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000333-64.2023.8.17.2210,2ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000614-93.2018.8.17.2210,2ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0001614-55.2023.8.17.2210,2ª Vara Cível da Comarca de Araripina,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0002216-80.2022.8.17.2210,2ª Vara Cível da Comarca de Araripina,05/02/2025,Super prioridade,0
2ª CONTADORIA DE CUSTAS,0000004-39.2021.8.17.6020,Vara Criminal da Comarca de Araripina,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0000107-16.2018.8.17.1020,Vara Criminal da Comarca de Araripina,31/01/2025,Sem prioridade,5
2ª CONTADORIA DE CUSTAS,0000229-47.2024.8.17.5020,Vara Criminal da Comarca de Araripina,05/02/2025,Sem prioridade,0
2ª CONTADORIA DE CUSTAS,0000461-30.2022.8.17.5020,Vara Criminal da Comarca de Araripina,01/02/2025,Sem prioridade,4
2ª CONTADORIA DE CUSTAS,0000522-92.2022.8.17.6020,Vara Criminal da Comarca de Araripina,04/02/2025,Prioridade Legal,1
2ª CONTADORIA DE CUSTAS,0001884-46.2015.8.17.0210,Vara Criminal da Comarca de Araripina,02/02/2025,Sem prioridade,3
2ª CONTADORIA DE CUSTAS,0002179-53.2022.8.17.2210,Vara Criminal da Comarca de Araripina,31/01/2025,Sem prioridade,5
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000010-36.1991.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,16/12/2024,Sem prioridade,51
7ª CONTADORIA DE CUSTAS,0000066-62.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,04/02/2025,Sem prioridade,1
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000729-79.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,25/01/2025,Prioridade Legal,10
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000780-61.2019.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,19/12/2024,Sem prioridade,48
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000829-05.2019.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,10/01/2025,Sem prioridade,26
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000836-60.2020.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/12/2024,Sem prioridade,50
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001360-23.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,19/12/2024,Sem prioridade,48
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001382-18.2020.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0002989-32.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,02/12/2024,Sem prioridade,65
7ª CONTADORIA DE CUSTAS,0003012-70.2024.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0003145-83.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,09/12/2024,Sem prioridade,58
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0003183-61.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,16/12/2024,Sem prioridade,51
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0003993-70.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0007116-42.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0007351-09.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,13/01/2025,Prioridade Legal,23
7ª CONTADORIA DE CUSTAS,0000795-59.2021.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,0
7ª CONTADORIA DE CUSTAS,0001286-61.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0002161-65.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,27/01/2025,Prioridade Legal,9
7ª CONTADORIA DE CUSTAS,0003773-04.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,04/02/2025,Prioridade Legal,1
7ª CONTADORIA DE CUSTAS,0004889-79.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,29/01/2025,Sem prioridade,7
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000385-68.2021.8.17.2230,Vara Única da Comarca de Barreiros,17/12/2024,Sem prioridade,50
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000543-94.2019.8.17.2230,Vara Única da Comarca de Barreiros,02/02/2025,Sem prioridade,2
5ª CONTADORIA DE CUSTAS,0001155-90.2023.8.17.2230,Vara Única da Comarca de Barreiros,04/02/2025,Sem prioridade,1
6ª CONTADORIA DE CUSTAS,0000286-76.2019.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,31/01/2025,Sem prioridade,5
6ª CONTADORIA DE CUSTAS,0000857-13.2020.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,05/02/2025,Prioridade Legal,0
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000904-16.2022.8.17.2260,2ª Vara Cível da Comarca de Belo Jardim,28/01/2025,Sem prioridade,8
6ª CONTADORIA DE CUSTAS,0001735-93.2024.8.17.2260,2ª Vara Cível da Comarca de Belo Jardim,03/02/2025,Prioridade Legal,2
6ª CONTADORIA DE CUSTAS,0002652-84.2013.8.17.0260,2ª Vara Cível da Comarca de Belo Jardim,21/01/2025,Sem prioridade,15
2ª CONTADORIA DE CUSTAS,0000963-92.2019.8.17.0260,Vara Criminal da Comarca de Belo Jardim,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0001755-86.2017.8.17.1110,Vara Criminal da Comarca de Belo Jardim,01/02/2025,Sem prioridade,4
2ª CONTADORIA DE CUSTAS,0002386-95.2023.8.17.4480,Vara Criminal da Comarca de Belo Jardim,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0002662-94.2014.8.17.0260,Vara Criminal da Comarca de Belo Jardim,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0002710-37.2018.8.17.0220,Vara Criminal da Comarca de Belo Jardim,01/02/2025,Sem prioridade,4
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000056-93.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,04/02/2025,Sem prioridade,1
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000147-91.2018.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Sem prioridade,7
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000674-04.2022.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,7
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000697-47.2022.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,7
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001032-03.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,29/01/2025,Prioridade Legal,7
6ª CONTADORIA DE CUSTAS,0000193-10.2017.8.17.0280,1ª Vara da Comarca de Bezerros,31/01/2025,Sem prioridade,5
6ª CONTADORIA DE CUSTAS,0000717-79.2021.8.17.2280,1ª Vara da Comarca de Bezerros,31/01/2025,Sem prioridade,5
6ª CONTADORIA DE CUSTAS,0001332-11.2017.8.17.2280,1ª Vara da Comarca de Bezerros,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CUSTAS,0001500-67.2015.8.17.0280,1ª Vara da Comarca de Bezerros,04/02/2025,Sem prioridade,1
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001387-20.2021.8.17.2280,2ª Vara da Comarca de Bezerros,04/02/2025,Sem prioridade,1
7ª CONTADORIA DE CUSTAS,0000140-91.2020.8.17.0290,Vara Única da Comarca de Bodocó,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000170-04.2024.8.17.2290,Vara Única da Comarca de Bodocó,16/12/2024,Sem prioridade,51
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000315-36.2019.8.17.2290,Vara Única da Comarca de Bodocó,14/01/2025,Sem prioridade,22
7ª CONTADORIA DE CUSTAS,0000456-75.2018.8.17.0290,Vara Única da Comarca de Bodocó,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000707-05.2021.8.17.2290,Vara Única da Comarca de Bodocó,27/01/2025,Prioridade Legal,9
6ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001322-58.2022.8.17.2290,Vara Única da Comarca de Bodocó,17/12/2024,Sem prioridade,50
6ª CONTADORIA DE CUSTAS,0000092-14.2023.8.17.2300,2ª Vara da Comarca de Bom Conselho,05/02/2025,Prioridade Legal,0
6ª CONTADORIA DE CUSTAS,0000099-06.2023.8.17.2300,2ª Vara da Comarca de Bom Conselho,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CUSTAS,0000355-80.2022.8.17.2300,2ª Vara da Comarca de Bom Conselho,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000633-52.2022.8.17.5640,2ª Vara da Comarca de Bom Conselho,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000899-68.2022.8.17.2300,2ª Vara da Comarca de Bom Conselho,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0001104-27.2023.8.17.4640,2ª Vara da Comarca de Bom Conselho,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000018-87.1998.8.17.0310,Vara Única da Comarca de Bom Jardim,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CUSTAS,0000741-86.2010.8.17.0310,Vara Única da Comarca de Bom Jardim,05/02/2025,Sem prioridade,0
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000881-17.2022.8.17.2310,Vara Única da Comarca de Bom Jardim,29/01/2025,Sem prioridade,7
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000049-23.2011.8.17.0320,Vara Única da Comarca de Bonito,05/02/2025,Sem prioridade,0
6ª CONTADORIA DE CUSTAS,0000237-78.2021.8.17.2320,Vara Única da Comarca de Bonito,20/01/2025,Sem prioridade,16
6ª CONTADORIA DE CUSTAS,0000024-07.2024.8.17.5250,Vara Única da Comarca de Brejo da Madre de Deus,05/02/2025,Prioridade Legal,0
6ª CONTADORIA DE CUSTAS,0000150-82.2020.8.17.0340,Vara Única da Comarca de Brejo da Madre de Deus,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000174-13.2020.8.17.0340,Vara Única da Comarca de Brejo da Madre de Deus,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000321-19.2021.8.17.2340,Vara Única da Comarca de Brejo da Madre de Deus,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000578-50.2020.8.17.1250,Vara Única da Comarca de Brejo da Madre de Deus,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0001355-40.2017.8.17.1250,Vara Única da Comarca de Brejo da Madre de Deus,03/02/2025,Sem prioridade,2
6ª CONTADORIA DE CUSTAS,0000597-09.2022.8.17.5220,Vara Única da Comarca de Buíque,04/02/2025,Prioridade Legal,1
5ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001849-23.2024.8.17.2360,Vara Única da Comarca de Buíque,04/02/2025,Sem prioridade,1
5ª CONTADORIA DE CUSTAS,0007182-62.2020.8.17.2370,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,05/02/2025,Sem prioridade,0
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0022962-08.2021.8.17.2370,1ª Vara Cível da Comarca do Cabo de Santo Agostinho,05/02/2025,Sem prioridade,0
2ª CONTADORIA DE CUSTAS,0000220-66.2022.8.17.4370,2ª Vara Criminal da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0001047-20.2020.8.17.0370,2ª Vara Criminal da Comarca do Cabo de Santo Agostinho,05/02/2025,Sem prioridade,0
2ª CONTADORIA DE CUSTAS,0002975-74.2023.8.17.5810,2ª Vara Criminal da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CUSTAS,0044753-62.2018.8.17.0810,2ª Vara Criminal da Comarca do Cabo de Santo Agostinho,05/02/2025,Sem prioridade,0
5ª CONTADORIA DE CUSTAS,0000164-82.2023.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000238-78.2019.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,31/01/2025,Prioridade Legal,5
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0002944-39.2016.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,04/02/2025,Sem prioridade,1
5ª CONTADORIA DE CUSTAS,0010019-90.2020.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,31/01/2025,Sem prioridade,5
5ª CONTADORIA DE CUSTAS,0010151-79.2022.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,30/01/2025,Sem prioridade,6
5ª CONTADORIA DE CUSTAS,0026250-32.2019.8.17.2370,3ª Vara Cível da Comarca do Cabo de Santo Agostinho,04/02/2025,Sem prioridade,1
5ª CONTADORIA DE CUSTAS,0009288-65.2018.8.17.2370,4ª Vara Cível da Comarca do Cabo de Santo Agostinho,04/02/2025,Sem prioridade,1
5ª CONTADORIA DE CUSTAS,0022530-86.2021.8.17.2370,4ª Vara Cível da Comarca do Cabo de Santo Agostinho,31/01/2025,Sem prioridade,5
5ª CONTADORIA DE CUSTAS,0022863-38.2021.8.17.2370,4ª Vara Cível da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0038251-49.2019.8.17.2370,4ª Vara Cível da Comarca do Cabo de Santo Agostinho,28/01/2025,Prioridade Legal,8
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0006366-12.2022.8.17.2370,5ª Vara Cível da Comarca do Cabo de Santo Agostinho,30/01/2025,Sem prioridade,6
4ª CONTADORIA DE CÁLCULOS JUDICIAIS,0007418-19.2017.8.17.2370,5ª Vara Cível da Comarca do Cabo de Santo Agostinho,31/01/2025,Sem prioridade,5
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000138-21.2022.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,04/02/2025,Sem prioridade,1
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0000724-29.2020.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,28/01/2025,Sem prioridade,8
4ª CONTADORIA DE CUSTAS,0000792-81.2017.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,30/01/2025,Sem prioridade,6
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001007-47.2023.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,03/02/2025,Prioridade Legal,2
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0001797-75.2016.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
4ª CONTADORIA DE CUSTAS,0002822-56.2009.8.17.0370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,03/02/2025,Sem prioridade,2
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0003435-36.2022.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,04/02/2025,Sem prioridade,1
4ª CONTADORIA DE CUSTAS,0004354-36.2007.8.17.0370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,31/01/2025,Sem prioridade,5
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0006861-86.2015.8.17.0370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,20/01/2025,Sem prioridade,16
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0007909-85.2012.8.17.0370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,31/01/2025,Sem prioridade,5
2ª CONTADORIA DE CÁLCULOS JUDICIAIS,0029671-59.2021.8.17.2370,Vara da Fazenda Pública da Comarca do Cabo de Santo Agostinho,28/01/2025,Prioridade Legal,8
